speech_date,text,speaker_party,speaker_riding,speaker_name,speaker_gender
2018-01-29,"Mr. Speaker, I thank my colleague for his hard work.
I would like the bill to be fleshed out. I find that some things are vague, and I would like them to be explained more clearly. There are the exceptions, for example. The bill contains many exceptions. I do not want the bill to have too many of them. I spoke to victims of crime for my former bill. There should not be too many exceptions because it leads to confusion, and even we will not be able to make head or tail of it.
I believe that the bill must be clear for victims and for us, in order to make the work easier for all parliamentarians. I hope that it will be. It would help if we could work well together.",Conservative,Beauport—Côte-de-Beaupré—Île dOrléans—Charlevoix,Sylvie Boucher,Woman
2018-01-29,"Mr. Speaker, I thank my colleague for his question.
I completely agree. First and foremost, we need to define what we are talking about. As I said earlier, what may have been acceptable 10 years ago is no longer acceptable now. Attitudes have changed, for all kinds of reasons. We need a framework with good definitions, so that everyone is on the same page. 
Sometimes, we hear sexist jokes. These do not bother me, because I have always hung around with guys, and I have learned to ignore them. However, these jokes are not acceptable to the new generation.
A definition is not only very important, but necessary. It is necessary to specifically designate what is considered sexual harassment. Sexual harassment is often confused with sexual assault. They are not at all the same thing. They are similar, but they are not the same. We need good definitions so that we, as legislators, can understand the legislation and understand what we need to do to protect victims.",Conservative,Beauport—Côte-de-Beaupré—Île dOrléans—Charlevoix,Sylvie Boucher,Woman
2018-01-29,"Mr. Speaker, I want to stand and say how pleased I am to see the strong support of parliamentarians across the political spectrum for this particular bill.
As a physician, I am very familiar with violence of all kinds, including workplace, domestic, and societal violence. Due to the fear, stigma, and shame associated with violence, most people do not talk to anybody but do feel safe talking to their physician. I was always a repository of all of this information and knowledge, sometimes unable to do very much about it except to advise a patient about what to do.
Today, we see full disclosure. Everyone is disclosing now, and because of that full disclosure, some people feel very safe in joining the ranks and the throng so they are not singled out. However, it does not mean the shame has gone away. It does not mean that the stigma has gone away. It does not mean that blaming the victim has gone away.
It is not enough to talk about the issue. We have to do something concrete, and who, other than this place, this Parliament, can do something concrete about this? We make laws and we create policies, and we create programs that will deal with the issue once and for all.
I believe this bill is creating—albeit some people think it should be amended, etc.—a first step to keep a promise the Liberal government made when it first came to power, that it would deal with exactly this particular workplace harassment and this particular culture in the workplace. 
We need to look at this. I know people have spoken about different types of harassment and violence. I want to say that violence is not just physical and it is not only sexual. Psychological violence is rampant in the workplace, where people do things or do not do things or do not say things because of the fear of losing their job or a promotion or of reprisals by the people who are in authority in the workplace.
We need to really look at a full and comprehensive spectrum of violence. Psychological violence is as important and as damaging as actual physical violence. There is a great deal of psychological violence in the workplace.
To look at this, we need to look at an integrated approach. I think we are looking at—",Liberal,Vancouver Centre,Hedy Fry,Woman
2018-01-29,"Mr. Speaker, having sat with my colleague on the Standing Committee on the Status of Women from 2006 to 2011, I must say that she is very knowledgeable about sexual harassment. She has long been a strong supporter of victims. I know that she will raise some good points about this bill, and I hope that, for once, they will be non-partisan.",Conservative,Beauport—Côte-de-Beaupré—Île dOrléans—Charlevoix,Sylvie Boucher,Woman
2018-01-29,"Mr. Speaker, I am sharing my time with the hon. member for West Vancouver—Sunshine Coast—Sea to Sky Country. 
If I may be permitted, I will just quickly go over the first bit of what I said. I am really pleased to see the support of all members of Parliament for this bill, despite political affiliations. 
This is an issue that is of great interest to me, as a physician. The fact is that people fear reprisal, there is stigma, and there is shame with regard to violence of any kind. I am familiar with physical violence, domestic violence, and societal violence. Sometimes the only person victims feel safe to tell their stories to is their physician, because of patient-physician confidentiality. Quite often physicians cannot do very much about it because people cannot be forced to speak out or to go wherever they need to go, but we can do certain things. 
We now have a culture where there is open disclosure. People are less afraid to speak out because of the number of people who are speaking out. There is safety in numbers, and people feel they are not being singled out. They feel it is safer to speak out. However, that is not enough. There is still stigma and shame attached to victims of violence. The mentality to blame the victim still goes on. 
We need to take concrete steps to change workplace culture, and Bill C-65 would do that. If we pass the bill in the House and we bring in the policies and the program that would support the bill, we would see a slow but definite change in the culture of at least the House of Commons as well as federally regulated workplaces.
There are three areas we need to look at. As always, protection is the most important. As a physician, I can treat diseases. I can put on bandaids and do whatever I need to do. However, if I do not look at the cause then I am not able to give long-term help or long-term support.
We need to look at the culture. This culture of abuse of authority and of making people afraid in order to do what one wants them to do is not 150 years old. This has gone on for millennia. This culture is so deeply ingrained that it is going to be difficult to remove it, but with goodwill, we can all start to do it.
The first thing we need to do is examine ourselves. What do we do? How do we think? How do we behave? What are the thoughtless things we do to our own staff when we are angry at them or we feel they are not doing the job well? What are the things that we do, both men and women, whether physically, psychologically, or in fact sexually, that make our colleagues feel ashamed and threatened? These are the things we need to do first. 
Before we can do anything, we need to take the physician health thyself approach. We have to look at our behaviour. We have to look at how we pass information on to our children. We have to look at how we bring up our children so they can learn to respect each other and understand the way to behave with each other. We have to start with these fundamental things. It begins in kindergarten.
I have heard people talking about pornography, etc. That culture starts at the beginning of one's life. That culture starts with how we deal with each other from the very beginning, with how we talk with each other at home around the dinner table, with how we shame people and how we denigrate people. These are some of the things that we have to start examining.
We need this legislation. This legislation looks at how we can protect people from workplace violence. Employers would be required to investigate, record, and report incidents. That is the first thing. Labour programs would bring in toll-free lines for employees and employers to link up with experts who can help them through conflict resolution and negotiations, as well as navigate all of the processes.
We need to look at providing educational material, which this legislation would provide. We need guidelines that would provide support services for those who are victims, keeping foremost in mind the safety of the complainant. Complainant safety is really a problem. Fear of reprisal is a big problem, as is losing one's job, being demoted, not getting the wanted promotion, or not getting that big part in a movie one wanted.
Some of these are very real, and people need to feel that they are not going to be blackballed for the rest of their lives because they spoke out. That is going to be very important as we look at the protection component.
The next one is to look at effectiveness and if we have effective ways of dealing with this: how to deal with it effectively immediately; how to deal with a problem when it occurs; and how to support the victims themselves? That is a big part of that effective response.
Even though I stand here as I woman and as a long-time feminist, I want to say that this is not only about gender harassment. Indeed, there are men who are harassed in the workplace, either psychologically or physically. In fact, men are more at risk of physical violence in the workplace. When we look at that, we see 19% of women have a tendency to seek help, fill out a report, and look for support services; yet only 7% of men do that because of the absolute shame that a man has of being in this position. Therefore, I want us to look at the broad ways in which we can deal with this problem for both genders, to look at all of the ways in which we can keep people down. If because of this bill a lot of men are going to seek help, then it will help them to get the help they need.
The third pillar is to support the employees who are affected. This legislation does not replace the Criminal Code. There are going to be times when we need to look at going to enforcement because of the criminality of an act that has occurred in the workplace. This does not replace that, but it will bring into force Part III of PESRA, which is the employer and staff relations act that would bring in health and safety precautions and protections into the workplace.
I caution everyone in this House not to think that we will turn on a dime and that we will make changes. However, by passing this legislation right now, and by the ability of all of us in this place to think that this is extremely important enough to come together and to forget our differences, then we will make it safer for people to feel they can speak out, by protecting them when they speak out. If we do that, it will be one major step in moving this agenda forward. However, we need to have clear guidelines and clear policies. This bill is going to do exactly that, so we are not just talking or just tut-tutting and saying how terrible things are; we are actually putting into place concrete processes, steps, and sanctions that will affect employers and employees in the workplace.",Liberal,Vancouver Centre,Hedy Fry,Woman
2018-01-29,"Mr. Speaker, I listened carefully to my colleague's passionate speech. She highlighted a number of important details about the bill, but I would like to go back to the definitions, which are just as important.
There can be such a thing as too many definitions when the time comes to go to court or make legal decisions. An overabundance of definitions can be restrictive. The flip side is a legal vacuum, and definitions can vary from one country to another. When it comes to defining harassment, a person can say they have been physically harassed or even assaulted, and there is also the definition of psychological harassment. It varies from person to person. 
I would like to know what my colleague thinks about the importance of including definitions in Bill C-65. Does she think the government will agree to the amendments about definitions that the NDP is going to propose in committee?",New Democratic Party,Jonquière,Karine Trudel,Woman
2018-01-29,"Mr. Speaker, the hon. member makes a very important point. If we do not know what we are talking about, how can we deal with it properly? Then we get vague. The member is absolutely right that no one can do anything if there is vagueness and the barriers that are created by vague language. I hope that, when the committee looks at this, it will look at ways in which to strengthen the bill and make sure it works for everyone. The political will is here. All of us in this House, in every political party, are in agreement that we want to do something and we want to make it stick. We want something that is effective. Therefore, I am hoping that we will all be able to talk about this in the spirit that we have right now in this House, one of co-operation, and build not only a very strong and good bill but a set of regulations that will make this work well.",Liberal,Vancouver Centre,Hedy Fry,Woman
2018-01-29,"Mr. Speaker, the member raises an important point, and I am very well aware of what the status of women committee said. It is very difficult, though, to police what people do in the privacy of their own homes. I think the member is talking about underage people. There is not just legislation and police who can deal with underage children. There is parenting. There is the V-chip that can be installed to prevent kids from getting certain things on television and stop people from accessing certain things if they are underage. Parents need to take responsibility for doing this in their homes. 
I know of so many young women and men who are locked in their bedrooms and are on their computers doing who knows what, and they are victims of luring and predators. We need to talk about how to deal with this. I do not know that we can legislate what people do in the privacy of their own homes, but we might want to talk about policies and programs that might give parents the tools they need to prevent their children having access to certain things that are harmful to their growing minds.",Liberal,Vancouver Centre,Hedy Fry,Woman
2018-01-29,"Madam Speaker, it is an honour to speak in the House today in support of Bill C-65, especially because parliamentarians and the House of Commons are finding common cause in taking action on workplace harassment and violence. 
Clearly this affects us all. We all know someone who has experienced some form of harassment or sexual violence in the workplace, and some of us may even have experienced it ourselves.
 We know of the debilitating impact harassment and sexual violence has on women, on under-represented groups, employers, and Canadians in general. This is a key commitment of our government, and I am very proud that Bill C-65 is our effort to address harassment and sexual violence in federally regulated workplaces. This bill works to create safer and more respectful workplaces and sends a clear message to all Canadians that our government, the Government of Canada, is saying that harassment and sexual violence is unacceptable. 
A lot of research shows us that this workplace behaviour has gone on for far too long and has also gone largely unreported. An Abacus Data survey last fall asked Canadians about harassment in the workplace. It found that over one in 10 Canadians said that sexual harassment was really quite common their workplace. Another 44% said that it was infrequent but it did happen. These respondents reported that women aged 30 to 44 were most likely to see this problem in the workplace. One-fifth said that it was common, and a total of two-thirds said that it happened in their workplace.
 The study results explain that “The prevalence of this behaviour is no doubt in part because it rarely carries consequences for the harasser...The large majority of women, and most men, agree that normally there are no sanctions applied against those who sexually harass women in the workplace.” These findings paint a staggering portrait consistent with the picture that was painted during our recent government consultations.
 Our government makes policy and legislative changes based on evidence through meaningful consultation with Canadians. Over the past year, the government has consulted widely with stakeholders and Canadians to gain a deeper understanding of the issue and to determine the best way to move forward. Consultations were also held with the government House leader, members of Parliament, and the Senate. I think it is very safe to say that all members and senators support the work we are doing together on this front. 
In November of last year, we released the report “Harassment and Sexual Violence in the Workplace Public Consultations: What We Heard”, which summarized our consultations. I would encourage my hon colleagues to read it, share it with their constituents, help educate everyone about the intolerable impact this has, and join together in taking action. 
Allowing this type of behaviour to continue in our workplace negatively impacts not just individuals, not just groups but ultimately the entire country as a whole and the country's economy. For example, we know that harassment and sexual violence primarily affects women. This means that women and other vulnerable groups face barriers to fully participate in the workforce and in society. How can they not when they feel threatened at the place they work? These behaviours act as barriers to not only women but other vulnerable and under-represented groups, such as members of the LGBTQ2 community. These are the very groups of people we need to ensure have a fair chance at success. We need diversity of viewpoints in businesses, organizations, the public service, and, of course, right here. 
We know that our culture is largely patriarchal. It is a culture where the sexualization of women can contribute to intolerance. Somehow this is seen as normal. Research shows us that visible minorities, people with disabilities, and members of the LGBTQ2 community are also disproportionately affected. We found that this behaviour was tied to power and privilege, and that it was independent of gender. It is often those with the least power who are least able to advocate for themselves. They fear reprisal, including sanctions or shame, and are least likely to be aware of what they can do to stop inappropriate behaviour. This creates and perpetuates inequality. 
Sexual harassment can be more persistent in low-wage, low-profile jobs where there is, most unfortunately, low accountability for the employer. It means that the less power and status one has, the more likely one is to be vulnerable to experiencing harassment or sexual violence at work.
The fact is that no one should feel scared or like a target in places of work or anywhere else for that matter. This is especially true for women and under-represented groups, and their families suffer as a result. Harassment and sexual violence are also critical barriers women face when entering the workforce and maintaining employment that is lucrative enough to provide for themselves and their families, which makes sexual violence and harassment not just a moral issue but of course an economic issue as well. Victims of harassment and sexual violence often feel that once reported to their employers, any steps taken by employers to address the behaviour are often insufficient or ineffective. One aspect of this bill would ensure that employers are required to investigate, record, and report occurrences of harassment and violence. Employers would also be required to take steps to prevent and protect against these behaviours as well as respond to them when they do occur and provide support to employees affected by them.
Employers are not immune to paying a price and feeling a negative impact as well. This impact is felt through reputational costs, loss of productivity or absenteeism, low levels of employee commitment, high turnover, or legal costs. This adds up in lost time, stress, depression, and anxiety. It costs employers financially and it certainly does not build a strong, cohesive, and resilient Canadian society.
Allow me to note that we are also strengthening compliance and enforcement mechanisms under the code. The use of monetary penalties and the authority to publicly name violators are just some of the changes announced to increase workplace health and safety and protect workers' rights. 
Our government ran on a commitment to take action on workplace harassment and sexual violence in Parliament and in federally regulated workplaces. Today, together, we take an important step toward that aim. I am confident we will be joined by our colleagues and Canadians and that others will follow our lead. This is about doing what is right for people and doing what is right economically. 
My hon. colleagues and I know the status quo is not an option. We know we need this legislation and that we should support it for families, employers, and all Canadians.",Liberal,West Vancouver—Sunshine Coast—Sea to Sky Country,Pam Goldsmith-Jones,Woman
2018-01-29,"Madam Speaker, I would like to congratulate my colleague on her speech. I would like her to tell us how Bill C-65 will apply to organizations with collective agreements. 
For example, how will Bill C-65 and the collective agreement apply in resolving a harassment complaint that has gone to arbitration and where there is proof of harassment?",New Democratic Party,Jonquière,Karine Trudel,Woman
2018-01-29,"Madam Speaker, maybe this is a little unusual, but I would also like to thank my colleague for her contribution to this. I am not able to get into details, but no doubt this is the beginning of a lot of serious work. Each and every one of us is taking harassment and sexual violence in the workplace very seriously. Of course, it is going to take beyond the members of Parliament in the room, and I look forward to ongoing consultation with Canadians to ensure the success of Bill C-65.",Liberal,West Vancouver—Sunshine Coast—Sea to Sky Country,Pam Goldsmith-Jones,Woman
2018-01-29,"Madam Speaker, I thank my hon. colleague for his work and for offering that suggestion. This is what will happen next, I would say. 
We are taking the lid off something that has gone on for so long, that has gone unreported and has created such suffering, and intergenerational suffering. The good work that is being done around the world will only help make Canada a stronger, more resilient, and safer society.",Liberal,West Vancouver—Sunshine Coast—Sea to Sky Country,Pam Goldsmith-Jones,Woman
2018-01-29,"Madam Speaker, I think it speaks to the fact that this is commonly understood by parliamentarians to be a serious challenge in Canadian society. It goes to show that while we are always trying to improve our institutions and to be more open, transparent, and inclusive, certain things cut straight to the heart of the matter. We are all very privileged and honoured to be discussing Bill C-65 and what we can do with regard to workplace harassment and sexual violence.",Liberal,West Vancouver—Sunshine Coast—Sea to Sky Country,Pam Goldsmith-Jones,Woman
2018-01-29,"Madam Speaker, if we are looking at the incidences of sexual harassment and we take it here to the House of Commons as an example in attracting more women to politics and encouraging more women to stay in politics, how important is it that women, men, and people of minorities across the country hear that all people in the House are working together to find a solution regarding the issue of sexual harassment in the workplace?",Liberal,New Brunswick Southwest,Karen Ludwig,Woman
2018-01-29,"Madam Speaker, I am going to be sharing my time with the member for Essex. I am honoured in this astonishing time to be speaking to the vitally important issue of sexual harassment and violence in our public dialogue and in our workplaces. 
I am going to talk about the brave young women who are coming forward, the legacy of social justice women's rights activists on whose shoulders we stand. I am going to talk about the support of my party, the NDP, for Bill C-65. I am going to affirm that no party is immune to the revelations and bad behaviour that are being reported. I am going to talk about the cost of shutting women out of politics. I am going to talk a bit about some of the changes to the bill that would help us to make it even better protection for workers.
The imperative for us to take this action as parliamentarians is fuelled by the terrible stories that we are hearing. I have a quote from a former parliamentary staffer, Beisan Zubi. She said that being a parliamentary staffer on the Hill was “a crash course in sexism and sexual harassment”. She said, “But if I’m being honest, I would have also warned them to stay away, that Parliament Hill, in my experience, was a fundamentally unsafe place for young women.” How can that be said about the Commons, the place for the people? Lauren Dobson-Hughes said, “You take your cues from people around you who are in positions of power, and if they don't think that's weird, if that didn't even momentarily give them a second glance, then you think, 'Maybe the problem is me; maybe that's just normal.'” It is not normal. 
More than anything, I want to state it is a privilege for us to be in this House and to be able to make permanent change at this historic time. I want to honour the brave women who, after decades of holding these stories back, are risking themselves and their reputations and are telling their stories and ringing the alarm on deeply embedded sexism and violence in our common discourse and in our workplaces, including this workplace here. I recognize the great cost to women for coming forward. I want to say to them that I am really sorry it happened to them and that we are going to honour their bravery by doing the right thing here in this House. We recognize that we have the highest responsibility to act on the respect and importance of the words that we have been given. This is the global #MeToo movement. This is Time's Up, and time is up. 
We are determined to ensure workplaces in this country are safe from sexual harassment. We know all workers everywhere deserve and are entitled to a safe and secure environment. The work before us today is to make sure there is zero tolerance for harassment and violence in our workplaces, and that when it does happen, there must be a transparent process where the complainants are confident that they will be treated with respect and privacy, and those who are accused know there is a process that will be adjudicated, and the public will have an idea about what that process is.
The labour minister's proposal, Bill C-65, amends the Canada Labour Code to include sexual violence and harassment, and it attempts to do a similar thing within parliamentary workplaces where the concern about parliamentary privilege has even prevented the Canada Labour Code from having effect in our constituency offices across the country and here on the Hill. I am very grateful to the labour movement for identifying changes that we can put in place that would improve the bill and also to my colleagues, the member for Saskatoon West, our former labour critic, and the member for Jonquière, our current labour critic, because the work by them and their staff is building our case and we are going to make this legislation even better.
I want to give thanks to the men in the NDP caucus who I serve with, as well as the members of Islands Trust Council, where I served for 12 years. I personally have had a very good experience as an elected woman in politics, maybe because Islands Trust Council had an exactly gender balanced 26-person council. Maybe that had something to do with the change in tone. However, what we are talking about today is the experience of workers and not so much about parliamentarians.
I want to acknowledge that if we can get more women into Parliament, they will change the tone. “Add women, change politics” is something we hear a lot. They will change the tone and also enact policies. We have seen across the world that by removing barriers to women's participation in public life, systems and countries protect all vulnerable people better than we do right now. We have seen this in other parts of the world. Canada is, sadly, really behind the ball on this.
The status quo policies that we have had in this Parliament have meant that the number of women elected to office has stalled out. If we could bump that number up, it might be that we would have less sexual harassment. We heard that specifically, maybe nine months ago. Daughters of the Vote was a beautiful initiative on International Women's Day, but one sister, Arezoo Najibzadeh, powerfully and symbolically left her seat empty to represent the cost of violence against women that keeps women from participating in public life and prevents them from taking their seats. Hands were raised to that sister. Both the member for Hochelaga and I saluted her efforts on that day. She is a reminder to me that we need all the diversity of voices in this House to change the country and bring proper representation. 
That is the cost of keeping political staffers in an unsafe place and causing women to say that Parliament Hill is not safe for them. This is the power of social media. It makes it possible for us to transmit these stories, and it is bringing down some pretty amazing political leaders right now. Again, we are in quite a time.
I want to also acknowledge my Aunt Kim Malcolmson, who I have talked about in the House before. She was a pay equity commissioner. She was very challenging for my old grandfather. She was a hard-core feminist, a CCF-Waffle Party-Tommy Douglas aficionado. She shaped me enormously. She is in palliative care. On Friday morning, my fabulous Uncle Paul Barber told her that Patrick Brown had been forced to resign his seat, and although it was very hard for her to speak, she demanded to know more details. On Saturday, I was able to visit her in the hospital and let her know that the New Democrats were going to return to Parliament by calling out the need to act to end violence against women and sexual harassment, and at the end of the week we were going to be celebrating the two-year anniversary of the successful motion from me and the member for Jonquière in the House to legislate pay equity. I was able to let Kim know that we were coming into Parliament fighting. That was on Saturday, and yesterday she passed away. 
I like to think, because she was a woman who knew she was going to Heaven, that she is looking down on this amazing time that we are living in and seeing that the work that has been done is carrying on and that the young women leaders in this country, with their deep bravery and astonishing ability to tell stories, are changing the way we will go forward with this legislation. 
The labour movement is urging changes and New Democrats will be urging changes in committee. We are glad that with the new House leader of the NDP, we were able to accelerate the passage of this bill. We will debate its details and get changes as fast as we can so that we can make politics a safe place for all members of our country.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Woman
2018-01-29,"Madam Speaker, I am really proud that 43% of the New Democrat candidates nominated for the federal election slate in 2015 were women, and we elected a 40% female caucus. I have a lot of strong women around me today. That is borne out again and again. If political parties offer women, voters say yes to women. I believe the Conservative Party nominated 17% women and about 16% to 17% of its caucus is female, while for the Liberals it was 30% and 30%.
My colleague, the member of Parliament for Burnaby South, proposed a private member's bill that would have given incentives for political parties to nominate more gender-balanced slates. Unfortunately, a feminist Liberal government voted that down, which was very disappointing.
 We are now looking to the Liberals to see what they will bring to this Parliament that might also give political parties incentives. In the meantime, they could do what the NDP does: Riding associations are not allowed to go to a nomination vote until they show that they have exhausted all equity candidate nomination possibilities.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Woman
2018-01-29,"Madam Speaker, the hon. member asked a fair question. I am reminded of the words of Carleton University's Jennifer Robson, who said that harassment policies on paper do not work if workers do not have all the information and, most of all, the trust. That is up to us.
 However, the member is quite right that getting as much detail as we can in here right now would make implementation and understanding much easier to get at, both from the side of the employer and from the side of the worker. We have heard concerns, for example, that the bill may not protect the privacy of the people coming forward, as much as it might, when the competent person selected as their mediator is a co-worker. It is not clear what the actual penalties for the employers would be, whether that is a federally regulated industry or, in this case, a member of Parliament. Also, it is not clear how anonymity and privacy would be protected.
 There are many details we will be taking in good faith to committee, and we will try to make this as specific as possible. That is what our brothers and sisters in the labour movement have called for.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Woman
2018-01-29,"Madam Speaker, I want to dedicate this speech to all women who have come forward as part of the #MeToo and Time's Up movement. I want to thank them for their courage and strength. I also want to express my extreme, deep frustration that it continues to take women laying themselves bare for the public in order to agitate for change. We need to do better.
 Today, I hope I am passing through the House one small part of their voices, voices that have reached out to me on social media, sending emails, and who have been thankful for those of us who are sitting in the House agitating for this change.
Women in our country are raising their voices in unison around this issue in a way we have not seen for a very long time. I am reminded of what my colleague for Nanaimo—Ladysmith mentioned of the 338 women who sat in the House in March 2017, of the power and passion they brought, of they their deep desire and hope for a political career in the House someday, which extends beyond just our seats here. It extends to everyone who works to support us in the House, right down to our pages who help support us every day. I want more than anything for all of them to be free to pursue this career and to pursue this life free of harassment. I want them to see that day come. I do not want them to have to be worried about bracing themselves to face the toxic workplace they are reading about, watching and learning about.
I came from the labour movement. I worked in an auto manufacturing facility. I was one of 15% of women in that workplace. However, being part of a union environment, having the protections, policies, and clear and very defined definitions of harassment in the workplace, went miles to ensure that everyone in that workplace understood their responsibility in doing better.
 I commend those in the labour movement. They have done an incredible amount of work to eradicate this behaviour. We are not going to have to look too far for policies that work in the public, labour, and our communities because they exist. We simply need to ensure they exist here as well.
The behaviour we are talking about is not new, as has been raised by a lot my colleagues today. However, it can and must change. It is going to take all of us. To start with, there can be no more whisper campaigns in the House. There can be no more women who are warning other women about who to stay away from or who not to be alone with. That is unacceptable. It is a very deep part of our culture here. Women have been trying to protect women through these very subversive campaigns. No more to that. It has to come out to the light of day. We have to shine a light on it. We have to challenge that behaviour each and every time we see it, not just the women in the House. Every man sitting in the House has to challenge it from other men on a constant basis. Only then will we strive to create a workplace that is safe, without these hiding places and excuses for this behaviour. It is the excuses that have allowed it to continue to breed.
Earlier a colleague mentioned that some had training here throughout the years. Well, clearly it has not worked. However, I recognize this work is ongoing and will take all of us working through our lifetimes to continue to improve it, I hope, at a better pace than we have had. However, it is clear that we can and we must do better.
For people who have sat and listened to a colleague say something inappropriate and let it go by, that day is done. We can no longer do that in this place. We must challenge it. On behalf of the hundreds of thousands of people we represent from our ridings and on behalf of Canadians, we cannot allow this place to become a mockery or a toxic pool that is to be avoided at all costs. We are losing the best and brightest in the next generation by not showing them better. We all hope those young people will some day take over our seats, as those young women did on International Women's Day. 
We have to commit not just to the legislation, which is very important. I am so happy that everyone in the House provided consensus on the motion by the MP for Berthier—Maskinongé, which she brought up earlier, in getting the bill to committee as quickly as possible. It is critical that we get to the committee level and start this very difficult work, and that we do it with our blinders off and we do it honestly. We cannot bring to the committee the excuses, the hiding places, the reasons people think this is just the way it is here. We have to throw all of that to the side and really work to challenge the structures that have existed for 150 years in this place, but certainly beyond that, as one colleague mentioned earlier, for millennia, from the beginning of time.
We have to challenge it at the smallest root, the smallest comment that goes by that we might portray as harmless and that it is just what men say in a locker room or to other men. These are not harmless. This is the beginning of harm. This is the beginning of letting these things slide by until it affects one individual so badly that his or her life is forever altered. We see that happening with women in Canada right now. We see women who are being attacked on social media because they have come forward. That is unacceptable and if anyone in the House is aware of people being attacked, we also have a responsibility to speak out and say that attacking women who come forward is not acceptable. There is due process within the laws and there is due process hopefully within our workplace with this legislation going forward, but that in no way excuses us for not speaking up when we see it. We have to take that seriously.
I know there are men here, whom I work with every day, who do not support this culture, who think it is wrong, who do not behave this way, who do not condone it, and who do not teach their sons or daughters that this is okay. It is time for those men to start speaking out. Although this is impacting women, it impacts men too. We know that this is not a gender issue. This is not for the women to fix. This is for all of us to fix together.
I would like to dig into the bill that we have before us, but before I do that I want to say that an example of how women in the House are struggling to come forward, struggling within our own parties, within this structure, to be able to call this behaviour out, is the fact that we had a Canadian Press survey done for female MPs. It was anonymous and passed through all of our whips' offices in December and we had very low participation in the survey. It was extremely low. I believe it was below 40% participation of women MPs. Because we exist in a structure where we have parties that we have loyalties to, women in this place are afraid to call this out, but women need to be brave and we need to embolden the men that we sit with as our colleagues every day to be brave as well.
The bill is an important first step, but we have to go far beyond where the bill is going and that will involve the work at committee. That will mean things like a definition. We have had some conversation about a definition today, whether the definition should be in the bill itself, or whether the definition should be part of the regulatory piece that goes along with this legislation. Defining what harassment is allows us to challenge it. Without that very basis of understanding, how can we educate people in the House as to what it is? This is the very core of the work that we should be doing in the House.
I implore the government to please look at all the amendments that come forward, by taking that partisan hat off at the door, because this is work that we are doing for the future of the House. On International Women's Day last year when 338 women sat in the House, that was more women than have actually ever sat here elected. We are doing a poor job in Canada of attracting young women and this is one of the many reasons why. We need to do better. 
I ask for commitment from all of my colleagues to look at the amendments on the basis of the amendments, to put their partisanship aside, and to let us do the hard work that is necessary to change the House to a zero tolerance workplace.
",New Democratic Party,Essex,Tracey Ramsey,Woman
2018-01-29,"Madam Speaker, labour has not done an incredible job throughout our country. I will say that the NDP is proud to have unionized staff from UFCW Local 232. They have worked very hard on anti-harassment language within the collective agreement we have. One of the questions we have is how we will now mesh what some workers on this Hill have in a collective agreement with what is now being proposed. This is an important understanding.
Also, we can draw from the collective agreements that exist across our country on the best practices that exist around harassment policy and education on that policy. I am proud to have done this in my former life for the union that I belonged to. It is incredibly important work, because no matter how many times we are educated, things are shifting and changing in our world, certainly with cyberspace, cyber-bullying, and all the things that are happening outside, which really are an extension of our workplace, according to the code.
 It is quite shocking to Canadians that we do not have labour law that applies to us here on the Hill. That is quite a shock to most people in Canada. They are completely unaware of that and find it appalling that this is the only space that exists in Canada where we do not really have any laws to protect people who work here every day with us. 
One of the things I can point to specifically that Unifor has is a women's advocate program. This is someone who has been specifically trained in the workplace for people to access. It is an independent person who does not provide counselling per se but who does provide connections to community partners that exist, so people can receive the help they really do need. This goes along, of course, with supporting the financial aspect of needing access to those services. It is something that has worked quite effectively. It has been lauded at the United Nations as a workplace model to challenge harassment and also to provide people with the information necessary when they really are struggling under the weight of these incidents.",New Democratic Party,Essex,Tracey Ramsey,Woman
2018-01-29,"Madam Speaker, I want to raise one more thing. In the House today we are talking about our response to sexual harassment in the workplace. Bill C-65 will definitely do a lot in order to help us along that journey and make sure that individuals who come forward with allegations are heard and that action is taken.
 My question is this. I am wondering if the hon. member could comment as to what measures could be taken within this place, and perhaps even within other workplaces, but giving priority to this place, that are preventive in nature to make sure that the staff who work for members of Parliament are actually free of victimization.",Conservative,Lethbridge,Rachael Harder,Woman
