speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2018-01-29,"Ms. Karine Trudel (Jonquière, NDP)",Government Orders,Canada Labour Code,"Mr. Speaker, I thank my colleague for her very insightful speech.
We have heard a lot about training. Many members of Parliament have to take training, and I would like my colleague to make suggestions. How do we get men and women involved in changing the culture? I am not talking about ministers or parliamentary secretaries; I am talking about all of us. After all, we are all people. We get training and we can make amendments, but what are practical things we should be doing? We agree that psychological, physical, or sexual harassment, and bullying are unacceptable.
What else should we be doing, as a group, to ensure, first, that this does not happen again here, on the Hill, to our employees, and then in every federally regulated workplace?",New Democratic Party,Jonquière,Karine Trudel
2018-01-29,Hon. Michelle Rempel,Government Orders,Canada Labour Code,"Mr. Speaker, it goes without saying, and I have made the case, that this bill and the framework it presents are a step in the right direction.
In the context of the Hill, I presented a concrete example. All of our political parties here should have a formal code of conduct on the books that anybody interacting with the parties is required to be trained on and to sign off on before being able to carry the flag or do any work under our parties. That would prevent any ambiguity as to whether there was consent, or whether anything wrong actually happened. 
There should be higher standards of behaviour. I look at this more from the perspective that we all know when something is wrong, like the guy who is rubbing his secretary's shoulders every day or the hug that lingers too long. We all know the hugger or the cheek kisser. We know when someone is saying something to our colleague or to us, such as, “Your hairstyle is making you look less attractive”, or about our choice of clothing, this and that. I am now at a point in this career where people get the look and they know to back off. However, I am saying that from a position of power and influence. A 22-year-old staffer who comes here does not have that power and influence; he or she needs to learn it. Frankly, I do not like spending my day giving the finger and the death glare.
My colleague's question is good, but people should use their noodle and not be jerks. They should not get hammered with a bunch of junior staffers and get in a cab with one of them and go home. That is a basic understanding of the operating principles here.",Conservative,Calgary Nose Hill,Michelle Rempel
2018-01-29,"Mr. Arnold Viersen (Peace River—Westlock, CPC)",Government Orders,Canada Labour Code,"Mr. Speaker, the minister brought up the fact that there needs to be a cultural shift in the whole country of Canada. To that point, I had introduced Motion No. 47, looking at the impacts of online sexual violence. A recent study showed that all of the top 88 videos viewed on the Internet over the last 10 years contained explicit sexual content and violence. Other studies show that 80% of the population is consuming this kind of content, and to some degree that will be lived out in real life. I was hoping to ask the minister directly what the government is going to do about that.
 In a recent report from the committee on women's affairs, recommendation 5 states:
 That the Government of Canada examine E-safety models or increased controls to prevent violent and degrading sexually explicit material from being accessed by youth under the age of majority and examine how violent and degrading sexually explicit material distorts young people’s ideas of consent, gender equality and healthy relationships. 
I was wondering if my colleague had any comments on that.",Conservative,Peace River—Westlock,Arnold Viersen
2018-01-29,Hon. Michelle Rempel,Government Orders,Canada Labour Code,"Mr. Speaker, I could have devoted a whole section of my speech to what the commodification of sex has done to this bad behaviour symptom, such as picking up the phone and swiping left. That is where a lot of us value sex today. In this context, we have to avoid moralizing about sexual behaviour in terms of how we deal with its appropriateness. This is the reason I said in my speech that we all have a right to our own sexual agency in this country.
To my colleague's point about the commodification of sex, we cannot ignore the fact that it has spread a bit of an environment where people think that bad behaviour is acceptable, that it is no longer as socially taboo to do some of the things that we have heard have happened. Sometimes I worry that a woman's sexual agency is being used as an excuse, such as, “She had the right to do it, and she wanted it.” Therefore, I think my colleague's question is very relevant. A lot of these issues tie into the same sphere. However, we have to stop being so prudish and so quiet about how we talk about sex, and get real about how it affects our workplace.",Conservative,Calgary Nose Hill,Michelle Rempel
2018-01-29,"Ms. Karine Trudel (Jonquière, NDP)",Government Orders,Canada Labour Code,"Mr. Speaker, Bill C-65 to prevent harassment and violence in the workplace was introduced for first reading on November 7, 2017.
This is an extremely important piece of legislation, and we see this as a step in the right direction with respect to these crucial issues. As the new labour critic for the NDP, I am pleased to rise today to speak to Bill C-65 to address harassment and violence in the workplace.
This bill was developed in response to the many highly publicized cases of sexual assault that have occurred around the world. In the present context and in the wake of the global #MeToo and Time's Up movements, now more than ever, Canada must be a champion and a leader in ensuring that our workplaces are safe and free from harassment and violence.
Canada already has some of the best legislation in the world against sexual violence. Still, comprehensive legislation is needed to further enhance protections for workers against physical, sexual, and psychological violence in the workplace.
Psychological harassment deserves special attention. According to the International Labour Organization, psychological harassment is an increasingly common form of workplace violence. Universities and unions such as Teamsters have also spoken out against it.
Just three months ago in my riding in the Saguenay, a scandal broke at the Centre de formation professionnelle de Jonquière. Six instructors and former instructors spoke to the media about how the work environment at that teaching institution had been intolerable for over a decade. Cases of harassment and exclusion are no longer rare; they are becoming more and more common.
We know this is due to profound changes in how we organize work, in working conditions, and in management styles in recent decades. The rules governing a labour market that is now more demanding in terms of flexibility and productivity make workers more vulnerable and, in recent years, have helped enable cases of psychological harassment.
Unfortunately, Machiavelli's famous maxim “divide and conquer” seems to be the order of the day in a context where professional burnout and workplace stress and hardship have been normalized. Asking for respect and dignity at work is not a luxury, it is a fundamental right.
In addition to psychological harassment, workplace violence and harassment also merit our attention. According to the president of the Canadian Labour Congress, workplace violence and harassment, whether psychological, physical, or sexual, have become an epidemic and the impact on the daily lives and mental health of workers across the country is quite clear.
An Abacus Data survey released in November shows that close to half of Canadian women say they have experienced some form of sexual harassment at work. One in ten Canadians report that this type of harassment is quite common at their workplace and nearly half of them say they have been harassed by a person in a position of authority. Not surprisingly, low-income workers in precarious jobs, as well as racialized and queer women are more likely to be harassed at work.
 Still today, those who engage in workplace harassment rarely suffer the consequences of their behaviour. For example, the director of the women's department at Unifor, Lisa Kelly, recently indicated that all too often those who point out problems and seek help continue to suffer reprisals.
That is unacceptable. Sexual, physical, psychological, or emotional harassment or violence in the workplace must not be tolerated. Our leader, Jagmeet Singh, took the same firm stand on this issue a few weeks ago when he announced his zero tolerance policy for such behaviour.
The NDP wants all working men and women in Canada to feel safe and protected from sexual, physical, and psychological violence or harassment in their workplace. That is why we support the global initiative to enhance protections against harassment and violence in the workplace. That is also why we are working with women's rights and social justice organizations to ensure that the policies that are put in place have a real impact and make the safety of all workers a priority.
Bill C-65 seeks to establish an investigative process that would allow workers and employers to better address allegations of bullying, harassment, and sexual harassment. The bill sets out two similar approaches for parliamentary and government workplaces. Once passed, this bill will apply to all federally regulated workplaces, including the banking, telecommunications, and transport sectors, which account for nearly 8% of the Canadian workforce. Whereas the Canada Labour Code currently provides for separate frameworks for dealing with workplace violence and sexual harassment, Bill C-65 would merge those labour standards. Bill C-65 would also implement strict rules to protect the privacy of victims of harassment or violence. These rules would also apply to parliamentarians, their employees, and other staff on Parliament Hill. 
The NDP has always fought for better protections for workers. That is why we strongly support expanding legal provisions to reduce workplace violence and harassment, which should not be tolerated under any circumstances. Although we agree with the intent of Bill C-65, we feel it has some flaws and does not go far enough. It would require many amendments to achieve the desired results and offer the kind of protection that Canadian workers expect. 
We still do not know exactly how this bill will improve the process for reporting harassment, how it will minimize harm, how it will interact with the Canadian Human Rights Commission, or how it will protect the anonymity of victims of workplace harassment or violence. 
It is also unclear how the implementation of Bill C-65 will be properly funded. That is why some of the bill's provisions should be studied further. 
First of all, even though this bill claims to tackle harassment and violence, those terms are not defined anywhere in Bill C-65, the Canada Labour Code, the Parliamentary Employment and Staff Relations Act, or the Budget Implementation Act, 2017, No. 1. Only sexual harassment is defined in the Canada Labour Code.
A long list of steps and processes to combat certain inappropriate behaviours is being put forward. However, there is no definition of this behaviour anywhere, which does not bode well for the government's objective of creating a model policy to deal with sexual harassment.
If the government really wants to eradicate violence and harassment, why would it rely on the regulatory process to produce these definitions instead of introducing a clear bill?
What hope does the government have of eliminating harassment and violence from the workplace if it does not clearly define the behaviour to be eliminated?
By not providing an explicit definition, the government is asking us to blindly vote for an important and yet extremely vague bill that could be subsequently amended without consultation. That is not what we want. These terms must be clearly defined for both the employer and the employees to ensure that these measures can be be implemented effectively.
Sure, definitions in bills narrow the interpretations of a particular word or anticipate potential interpretations. Sure, if we add definitions, this means that other potential or future circumstances may not be included in the bill. However, though it may be wise, in some circumstances, not to provide too many definitions, in this case, it is not legally binding if we leave the definitions of harassment and violence up to to the regulations. These definitions would ultimately be set through jurisprudence or, in some cases, by tribunals responsible for workplaces under the Canada Labour Code.
I want to bring up a second major problem. In the past, the federal government has missed—and yes, I said “missed”—opportunities to ensure that victims of physical, sexual, or psychological violence have access to leave after the incident.
Why does the government not create a 10-day paid leave for victims of workplace harassment? The government should take this opportunity to integrate a 10-day paid leave into the bill, as suggested by the majority of organizations working to end gender-based violence. 
Also, will there be the necessary personnel and training to go along with the legislation?
Ten days of paid leave is not very much. Anyone who is the victim of psychological harassment, violence, or sexual harassment is affected for life. The bill should include leave for victims in order to help them in the immediate aftermath of the incident.
I would also like to add that if workplace inspectors are called upon in the process, we need to ensure that enough inspectors are available and that they receive the specialized training needed to enforce the new measures. Since they would have to lead investigations, it is important that these individuals be properly trained and capable of leading them. Since many of these cases involve prejudice, people who are not properly trained could negatively affect the investigation and cause long-term harmful effects for the victims.
Details are also needed regarding the availability and source of new funding in order to ensure that workplaces have the resources they need to provide the necessary support and investigate all allegations of sexual harassment.
Without that, the bill's effectiveness could be seriously undermined. Declaring new rights without providing resources to enforce them does absolutely nothing to enhance the protection of workers and ensure safe workplaces. The government therefore still needs to tell us how much money will be allocated to implementing these measures, especially since they will be combined with an extensive awareness campaign to challenge misconceptions and stereotypes.
Harassment and violence in the workplace must never be tolerated, but when it does occur, the process must be transparent for all parties and recourse must be clear. The legislation must give everyone involved the right to be informed of the status of their complaint. In addition, the individuals involved must be given sufficient representation, as noted by the Professional Institute of the Public Service of Canada.
The current bill does not elaborate on any of that, which leaves us with some questions. What real recourse does Bill C-65 offer to victims of harassment or assault? Will workers have the right to access information about their complaint? As the national vice-president of the Public Service Alliance of Canada said in November, in the context of allegations of sexual harassment in Hollywood and around the world, it is disappointing to see a bill on sexual harassment and violence which fails to provide a remedy for victims.
It is also not clear to us how the government plans to implement strict privacy rules while also allowing federally regulated workplaces, including Parliament, to rely on qualified persons from the same work environment to help resolve the situation. It seems obvious that the privacy of the complainant cannot be guaranteed if the so-called qualified person selected to play the role of mediator can be a colleague. 
The final concern I want to raise is about how this legislation will affect the role of the Canadian Human Rights Commission with respect to the solutions it provides and the resolution of complaints that are not covered under the Canada Labour Code but are dealt with by the commission or in collective agreements. How will Bill C-65 interact with the Canadian Human Rights Act or existing collective agreement provisions such as those relating to third-party arbitration? Bill C-65 would have more teeth if it guaranteed all workers in this country the same level of protection.
I have much more to say about Bill C-65, but I see that I am running out of time. Considering everything members said at second reading, I would like to conclude by saying that, despite the many recent global initiatives encouraging people to come forward about sexual harassment, some women and men still find it difficult to speak up. The words seem to get stuck in their throats, something prevents them from reporting what they have buried so deeply inside themselves. Words, deeds, emotions, held captive. Why do so many hold back? Lack of faith in our legal system and confusion about how various types of harassment are defined have a lot to do with it. If this bill is to succeed at curbing these behaviours, it is crucial, as I said, tjat we define them.
It is up to the government to answer all of these questions quickly and find real solutions so that all Canadians can finally get the safe work environment they deserve and are entitled to.",New Democratic Party,Jonquière,Karine Trudel
2018-01-29,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",Government Orders,Canada Labour Code,"Mr. Speaker, this is a wonderful way to start off the new year. We have members from all political parties talking about what is a very important issue to all Canadians. In listening to the many comments made so far this morning and this afternoon, there seems to be a great willingness to see that positive debate continue here and also at the committee stage.
My question for my colleague would be on why it is so important that when we have this debate, it is not about one party winning over another party or anything of this nature. It is looking at an issue we all hold very close to our hearts. We understand the importance of it to all Canadians.
 Could the member provide her thoughts on some of the discussion, questions and answers, and speeches that have been made, where we have seen a good, healthy discussion on a very important issue to all Canadians?",Liberal,Winnipeg North,Kevin Lamoureux
2018-01-29,Ms. Karine Trudel,Government Orders,Canada Labour Code,"Mr. Speaker, I want to thank my colleague for his question. It is important to have non-partisan debate in the House. Throughout this debate, I have been thinking only of the victims, because they are the people we represent. It may be 2018, but we still need to address this issue, which remains relevant as other major allegations have recently emerged. 
Parliament represents all Canadians, not just those in a particular riding. We need to lead by example. We are here to amend laws and make changes. If we are the first to break the law, what kind of example are we setting for the public? 
It is important to have this debate here, because that is the whole reason we are here. We need to discuss the bill, but most of all, we need to move on and take action in a non-partisan way. All the men and women who work on or off Parliament Hill need to pledge to file a report anytime they witness wrongdoing. We need to take this training in order to change the culture and stop this kind of thing from happening again.
Changing the culture is important and is something we still need to work on in 2018, since there are still tons of examples in the news. It is vital for all men and all women to work together and commit to contributing to and participating in changing the culture. ",New Democratic Party,Jonquière,Karine Trudel
2018-01-29,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",Government Orders,Canada Labour Code,"Mr. Speaker, I thank my colleague for her articulate speech. She is very well suited to address this topic. She is well versed in labour relations and she is a woman. Every member of the House can be proud of the tone of this debate.
Obviously, everyone supports good initiatives. Fortunately, my colleague took the time to conclude her speech by acknowledging the need to help people talk about this subject. She then immediately switched to the need for more definitions in the bill. I think about the #EtMaintenant movement. My own daughter has been handing out yellow hearts in bars to raise men's awareness of the situation. My colleague also touched on awareness raising in her speech. However, the definitions are crucial because without them there can be no awareness raising.
I would like my colleague to elaborate on that.",New Democratic Party,Longueuil—Saint-Hubert,Pierre Nantel
2018-01-29,Ms. Karine Trudel,Government Orders,Canada Labour Code,"Mr. Speaker, I will use the opportunity given to me today to commend the Et Maintenant movement.
It is a very good initiative. People are asked to wear a yellow heart as a reminder of what needs to change and what we need to do. It is a good way to break the ice and engage in the conversation. The drive and enthusiasm of these women and their initiative reflect the desire to see a cultural shift and to prevent further complaints and court appearances. I am talking about men and women because men are also victims of psychological and sexual violence. It is important to make that clear. The Et Maintenant movement is for everyone and is a good way to initiate a change in culture.
Whenever someone wears a yellow heart, it might remind people to pay attention, to be aware, and to abide by the saying that you must know where you are coming from to know where you are going. That is also an important element of the yellow heart, which I believe is a good symbol. I hope that the movement will grow right across Canada. This is just the beginning. 
With regard to Bill C-65, I want to stress that training is crucial. We must provide the information, but also train employers and employees. By talking and working together we will really make this culture shift happen.",New Democratic Party,Jonquière,Karine Trudel
2018-01-29,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",Government Orders,Canada Labour Code,"Mr. Speaker, I must congratulate all members who are giving non-partisan speeches today. This is a matter that affects everyone, both men and women. First and foremost it affects human beings.
In this place, we are politicians and we work on legislation. However, we must not speak just to politicians, but also to ordinary people, the men and women who work for us, of course, and those who work in the public, parapublic, and private sectors. We must change the mentality. I want to congratulate my NDP colleague for her excellent speech. 
I have read the bill and I completely agree that it needs to be discussed. However, we need to take action now. This bill is a good start, but now we need to beef it up in order to make it more substantial and ensure everyone can support it.
One thing bothered me, and I am wondering if it bothered you as well. Should exemptions be defined in the bill? I think that exemptions cause a lot of confusion, and this could mean losing the bill.",Conservative,Beauport—Côte-de-Beaupré—Île dOrléans—Charlevoix,Sylvie Boucher
2018-01-29,The Assistant Deputy Speaker (Mr. Anthony Rota),Government Orders,Canada Labour Code,"I remind members that they must address their questions or comments to the Chair and not directly to members.
The hon. member for Jonquière.",Liberal,Nipissing—Timiskaming,Anthony Rota
2018-01-29,Ms. Karine Trudel,Government Orders,Canada Labour Code," Mr. Speaker, sometimes these discussions can make us feel as though we are chatting in the lobby.
I thank my colleague for her very insightful comments. It bothers me as well, and I think this will have to be discussed in committee. The NDP has a number of amendments to make to Bill C-65. This is not about scoring points. This is about teamwork and commitments. I urge the government to work together to ensure that the NDP's proposed amendments are recognized and accepted. Often, committee members want to make amendments and work, in good faith, as a team. However, this is not what happens.
Today's discussion is quite passionate. Everyone has good intentions, but this needs to carry over into committee so that we can actually get things done. Members are talking about making commitments. I think this will be the right approach. Once again, I urge the government to consider the amendments that the NDP is going to propose, to work as a team, and then to take action.",New Democratic Party,Jonquière,Karine Trudel
2018-01-29,"Ms. Pam Damoff (Oakville North—Burlington, Lib.)",Government Orders,Canada Labour Code,"Mr. Speaker, I will be sharing my time with the member for Rivière-des-Mille-Îles.
I am very honoured to have the opportunity to talk today about Bill C-65. Our government ran on a commitment to take action on workplace harassment and violence, and I am extremely proud of this first step we are taking in the House today. 
All of us here in the House, no matter our political allegiances, have a unique opportunity. Today we can join forces and take a stand together. We can send a strong message to all Canadians that workplace harassment and sexual violence is unacceptable, period, and that it will not be tolerated any longer.
Sexual harassment and violence in the workplace is nothing new. Certainly in my career I have experienced sexual harassment and bullying. I think it would be difficult to find a woman who has not, to one degree or another. 
I am particularly pleased that this proposed legislation would also include MP staff, which is a group I feel is particularly vulnerable because of the nature of their work on the Hill. I certainly experienced it. My first job after university was right here in this place working for a true gentleman, London West MP John Burghardt. I recall one incident in particular when, after an evening reception, a male MP made completely inappropriate sexual advances toward me. I walked out and never told anyone, including my boss, because I was fearful of the consequences to my career and to my reputation.
 Sadly, little has changed since the early 1980s. The power dynamic that exists on the Hill makes it a workplace that is a perfect storm for harassment and bullying. I worry about our staff, in particular our female staff, and I echo the comments made by my colleague from Milton. If staff members have an issue, regardless of party, they should not hesitate to come to me to talk about it. 
High-profile cases are dominating the headlines day after day. The problem is both pervasive and far-reaching. In fact, just more than one in 10 Canadians say that sexual harassment is “really quite common” in their workplace. Another 44% say that, while it is infrequent, it does happen. I suspect those statistics are quite low.
The hashtag movements, #MeToo, #AfterMeToo, and Time’s Up, are the result of people, women and men, who thought it was important to show the world how pervasive and common harassment and sexual violence are in our lives, and they found the courage and strength to speak up. 
Make no mistake; workplace harassment and sexual violence exist not only in high-profile professions but everywhere around us. The reality is that it has always been everywhere. We just ignored it or simply looked the other way, because of fear of reprisals or being labelled a troublemaker, or because norms in the industry made us feel we had no choice. 
We know that harassers and abusers have used their power and influence to indulge in behaviours that were not only thinly veiled but generally accepted by their colleagues. The difference now is that not only are survivors speaking up but we are opening our eyes and paying attention. We are talking about just how pervasive harassment and sexual violence really is, and how important it is that we do everything we can to eliminate it.
There is momentum right now, and we must take advantage of it because it gives us a unique opportunity. Our government is taking action to do just that. In November, our government released a report on what we heard during consultations on workplace harassment and sexual violence. With Bill C-65, we would take strong action to ensure that federal workplaces are free from these unacceptable behaviours. 
Our government is seeking unanimous consent on this bill, and I am hopeful that this proposed legislation will be endorsed by all members. I am also hopeful that we can join forces to send a clear message to Canadians that harassment and sexual violence in the workplace or anywhere are intolerable and unacceptable. This message should come not from one political party but from all parties. We can show Canadians that we are united in our intention to put a stop to workplace harassment and violence.
When people come forward, they need to know that they will be protected and supported through strong measures and that their careers will not suffer as a result. It is our responsibility as parliamentarians to put these measures in place. Canadians need to feel safe at work, regardless of where they work and for whom they work, and that applies to employers and workplaces across Canada, including the federal public service and right here on Parliament Hill.
Recently I had the privilege of visiting five corrections facilities in Edmonton and speaking with the dedicated staff who work there. The situation at Edmonton Institution for men was a cesspool of bullying, violence, and sexual harassment—an environment so toxic that the independent report said that there would be great challenges in changing the culture there. Significant steps have been taken, but the road to recovery will be challenging.
I had the opportunity to speak to some of those who had worked throughout the years in this toxic workplace. When I asked one female parole officer if she had hope that the situation would improve, she looked at me and said that I was it. As federal corrections officers, these staff would be covered by Bill C-65, and they deserve our support. We owe it to them and to employees across Canada to ensure they can go to work every day and know they will be safe from a culture of bullying and sexual harassment.
Bill C-65 would give employers the tools they need to adequately address and deal with harassment and violence, including sexual violence, in the workplace. We are also strengthening compliance and enforcement mechanisms under the Canada Labour Code in order to increase workplace health and safety, and better protect workers' rights. The use of monetary penalties and the authority to publicly name violators are just some of the changes announced to make workplaces healthy, safe, and productive places.
Bill C-65 is based on our research, on our consultation, and on what Canadians have said they need when it comes to preventing and dealing with harassment and sexual violence in the workplace.
Last year, we released the report “Harassment and Sexual Violence: What We Heard”, which summarizes a series of engagement activities we undertook with the Canadian public, unions, employers, non-governmental organizations, academics, and other experts. We made sure that a wide range of voices were heard to support evidence-based policy development and implementation, and held online public consultations as well as a series of round tables with stakeholders and experts. 
Some of the findings were striking. Of the more than 1,300 people who responded to our online survey, a full 60% reported having experienced harassment, 30% said they experienced sexual harassment, 21% reported experiencing violence, and three per cent said they had experienced sexual violence. Incidents are under-reported, often due to fear of retaliation. When they are reported, incidents are not dealt with effectively. Some 41% of survey respondents stated that no attempt was made to resolve an incident they reported. Women are more likely than men to experience sexual harassment, and people with disabilities and members of visible minority groups are more likely to experience harassment than other groups.
It comes down to this: workplace harassment and sexual violence are unacceptable behaviours that have been going on for too long. Canadians want and need their government to do something about it and to lead the way. That is exactly what we are doing in Bill C-65. I am asking each of the members of Parliament in this place to rise to the occasion being presented to us today. Take a stand and show constituents that we care about making workplaces safer for everyone.
While this issue continues to make headlines, we must ensure it is not a popular movement that will fade away before any real changes are made. We need to do something now to correct the course we have been on for too long. I recently read a comment by former journalist Jennifer Mossop who stated that it is time. It is time for mutual respect and genuine and sincere public discourse to take us to the next level. 
This needs to end now. Bill C-65 is going to help make that happen. Let us all support it together. It is time.",Liberal,Oakville North—Burlington,Pam Damoff
2018-01-29,"Mr. Arnold Viersen (Peace River—Westlock, CPC)",Government Orders,Canada Labour Code,"Mr. Speaker, I know that earlier the minister talked about changing the culture, and not only changing the culture in this place but changing it across Canada, in all corners. I know I introduced that, and I also introduced Motion No. 147 for the health committee to do a study on online sexual violence and how that affects men, women, and children. To her credit, the status of women committee has recently put out a report. Recommendation 5 from that report states:
 That the Government of Canada examine E-safety models or increased controls to prevent violent and degrading sexually explicit material from being accessed by youth under the age of majority and examine how violent and degrading sexually explicit material distorts young people’s ideas of consent, gender equality and healthy relationships. 
Does the member have an idea of what the government plans to do with this recommendation?",Conservative,Peace River—Westlock,Arnold Viersen
2018-01-29,Ms. Pam Damoff,Government Orders,Canada Labour Code,"Mr. Speaker, the member is absolutely right. We did a lot of work studying violence against young women and girls. Certainly cyber-violence was a large part of that, and the fact that young women and girls are subjected to unprecedented violence online. We mistakenly often call it cyber-bullying, and we need to call it out for what it really is, which is cyber-violence.
We looked at a number of models. He is correct: that model was one we recommended. The government, as part of a broader package of looking at gender-based violence in general, is taking online violence very seriously, and certainly so is the Minister of Public Safety. I cannot speak on behalf of the government, as a backbench member of Parliament, but I know it is something I have had discussions with various departments about, and it continues to be a top priority for them.",Liberal,Oakville North—Burlington,Pam Damoff
2018-01-29,"Mr. Kevin Lamoureux (Winnipeg North, Lib.)",Government Orders,Canada Labour Code,"Mr. Speaker, it is important for us to recognize that the national government has a leadership role to play that goes even beyond the areas we regulate. Taking initiatives of this nature result in positive spinoffs in other jurisdictions. 
One thing I have taken from this debate, and I commented on it earlier, is the support we are receiving. There has been all-party support for this initiative. 
Could she provide her comments on that?",Liberal,Winnipeg North,Kevin Lamoureux
2018-01-29,Ms. Pam Damoff,Government Orders,Canada Labour Code,"The member is absolutely correct, Mr. Speaker. I am heartened when I come into this place, listen to the debate, and recognize that all parties, regardless of the differences we may hold on other policies, are united on this item in particular. 
This reverberates far beyond the walls of the House. When members of Parliament talk about bringing forward legislation on harassment and bullying, we are sending a message to all Canadians, to all businesses, to all workplaces that it is simply unacceptable and the culture needs to change. 
By having these conversations, we will start to move the needle. It will not be easy and it will not be this one conversation that will make change. This needs to continue beyond Bill C-65. It needs to continue with respect to how we conduct ourselves both in public and with our staff. It needs to be top of mind in our conversations with constituents. We can have a strong leadership role to play across the country.",Liberal,Oakville North—Burlington,Pam Damoff
2018-01-29,"Ms. Linda Lapointe (Rivière-des-Mille-Îles, Lib.)",Government Orders,Canada Labour Code,"Mr. Speaker, I am immensely pleased and honoured to rise today, and, since this is the first time I am speaking in 2018, I would like to extend greetings to my hon. colleagues who are now back in the House. 
 I am very enthusiastic about speaking today in support of Bill C-65.
I am deeply convinced that all Canadians breathed a sigh of relief when they learned that this bill was being introduced. Clearly, sexual harassment and violence in the workplace must end now.
 Today, our government is taking the necessary steps to do just that by setting an example. I would also like to point out that all parties support this bill. There is no room for partisanship when it comes to Canadians’ fundamental rights.
 In my humble opinion, this is an historic moment for Parliament. Not only will this bill govern these matters for workers under federal jurisdiction, but, more importantly, it will also send a clear message throughout the country that there is no place for such behaviour in Canada. End of story. The time has come to speak strongly and clearly, and to take action. In this respect, Bill C-65 is clearly a big step in the right direction. 
The news stories of the past few weeks are a stark reminder that workplaces are still not free from sexual harassment and violence. Social media has given us a clearer idea of the scope of the problem. It is high time that we introduced legislation that will protect federal workers. The bill is intended for workers in banks, communications companies, and the air, rail and marine transportation sectors, as well as federal government employees, of course. 
 Studies by Abacus Data revealed that more than one in 10 Canadians say that sexual harassment in the workplace is quite common, while 44% of Canadians report it does happen, although infrequently.
Our government pledged to solve the problem, and we are now fulfilling our promise. Bill C-65 allows us to send a clear and strong message as members of Parliament.
 It enables us to take a stand and say that this has to stop. Employers must clearly understand their responsibilities and take the necessary measures to eliminate this scourge on society. Sexual harassment and violence in the workplace hinder economic development and affect Canadians who are trying to join the middle class.
 Although women are more likely than men to be victimized by such behaviour, visible minorities, low-income individuals, people with disabilities and members of the LGBTQ+ community are also targeted and remain more vulnerable.
 Victims and their families suffer major repercussions, but so do their employers. Victims can experience stress, depression, or anxiety, and employers must manage this situation in their place of business, a situation that leads to absences, sick leave, decreased motivation, and high employee turnover. Our country really has no room for this type of behaviour. Our economy and our international reputation would gain considerably from the enactment of this bill. It is time that we took a stand once and for all. 
 We all know someone who has been the victim of sexual harassment or violence at work. It could be a sister, a brother, a co-worker, or a friend. It is our responsibility to take the necessary measures to eliminate this problem. Bill C-65 is certainly a key measure. It will bring about a radical change in the way we perceive employer-employee relations. I therefore ask all of my hon. colleagues to support this bill, which will usher in a new era of labour relations in Canada, and even here in Parliament.
 By amending the Canada Labour Code and the Parliamentary Employment and Staff Relations Act, we will be joining forces to prevent harassment and violence, respond more effectively to complaints, and provide better support for victims and employers.
 In conclusion, not only is this bill a good thing for society, it is indispensable.
 Everyone wins with this bill, including victims, families, co-workers, and, of course, employers.
 As I mentioned earlier, this bill is a huge step forward for the cause, and we may soon see a truly equitable working environment for all Canadians.
 This is a necessary change in culture, and I am proud to be supporting this bill today.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe
2018-01-29,"Mr. Garnett Genuis (Sherwood Park—Fort Saskatchewan, CPC)",Government Orders,Canada Labour Code,"Mr. Speaker, I think all parties in the House share a commitment to doing everything we can to end the kinds of problems about which the member has spoken. We in the official opposition are supportive of the bill. We want to see it move forward and we want to take a constructive approach. We want to look for ways to potentially improve the bill and strengthen it, if we hear of those opportunities at committee. 
Does the member have any initial thoughts on possible amendments she thinks might strengthen the bill. Has she given any thought to changes that could be made, should be made to the text and the provisions themselves? ",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis
2018-01-29,Ms. Linda Lapointe,Government Orders,Canada Labour Code,"Mr. Speaker, I would like to thank my hon. colleague for his question.
 With regard to any amendments that might be made, I have to say that I am not on the committee that will be studying this bill. However, it would be advisable to pass this bill.
 It is unacceptable that people are being victimized. Obviously, victims of harassment in the workplace have higher absenteeism rates and are more likely to suffer from anxiety and depression. This is a situation that must absolutely be prevented.
 We cannot afford to lose employees in today’s job market. The unemployment rate is so low. More than 700,000 new jobs have been created in Canada in the past two years. We must make sure that all workers without exception have access to a healthy work environment. This will ensure productivity for both employees and employers.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe
2018-01-29,"Ms. Kate Young (Parliamentary Secretary for Science, Lib.)",Government Orders,Canada Labour Code,"Mr. Speaker, I want to thank all our colleagues today for the very moving speeches about this very important topic. I know our staff members are very busy, but I hope they are able to hear what has been said in debate so they can see how important this is and know that harassment in this workplace, in any form, is unacceptable. 
I remember when I was a young woman just getting into journalism. Back 45 years ago, we were told that if we wanted to work in a man's world we had to put up with almost everything. We did, and it was wrong. It was wrong in so many ways. We all have stories over the years of things we have had to put up with, but as the saying goes, “time is up” and we must move forward. 
We cannot wait for the bill to go through. We must act now. Does the member have any advice as to what we can do now in our workplaces to ensure our employees feel safe?",Liberal,London West,Kate Young
